domain,dns_ips,reachable,http_status,https_status,final_url,title,page_type,content_type,server,content_length,content_snippet,error,checked_at,deep_content
static.26.71.47.78.clients.your-server.de,78.47.71.26,YES,,200,https://static.26.71.47.78.clients.your-server.de/,Apache Tomcat/9.0.62,NORMAL,text/html;charset=UTF-8,,,"Apache Tomcat/9.0.62 Home Documentation Configuration Examples Wiki Mailing Lists Find Help Apache Tomcat/9.0.62 If you're seeing this, you've successfully installed Tomcat. Congratulations! Recommended Reading: Security Considerations How-To Manager Application How-To Clustering/Session Replication How-To Server Status Manager App Host Manager Developer Quick Start Tomcat Setup First Web Application Realms &amp; AAA JDBC DataSources Examples Servlet Specifications Tomcat Versions Managing Tomca",,2026-08-23 07:01:53,"Apache Tomcat/9.0.62 Home Documentation Configuration Examples Wiki Mailing Lists Find Help Apache Tomcat/9.0.62 If you're seeing this, you've successfully installed Tomcat. Congratulations! Recommended Reading: Security Considerations How-To Manager Application How-To Clustering/Session Replication How-To Server Status Manager App Host Manager Developer Quick Start Tomcat Setup First Web Application Realms &amp; AAA JDBC DataSources Examples Servlet Specifications Tomcat Versions Managing Tomcat For security, access to the manager webapp is restricted. Users are defined in: $CATALINA_HOME/conf/tomcat-users.xml In Tomcat 9.0 access to the manager application is split between different users. &nbsp; Read more... Release Notes Changelog Migration Guide Security Notices Documentation Tomcat 9.0 Documentation Tomcat 9.0 Configuration Tomcat Wiki Find additional important configuration information in: $CATALINA_HOME/RUNNING.txt Developers may be interested in: Tomcat 9.0 Bug Database Tomcat 9.0 JavaDocs Tomcat 9.0 Git Repository at GitHub Getting Help FAQ and Mailing Lists The following mailing lists are available: tomcat-announce Important announcements, releases, security vulnerability notifications. (Low volume). tomcat-users User support and discussion taglibs-user User support and discussion for Apache Taglibs tomcat-dev Development mailing list, including commit messages Other Downloads Tomcat Connectors Tomcat Native Taglibs Deployer Other Documentation Tomcat Connectors mod_jk Documentation Tomcat Native Deployer Get Involved Overview Source Repositories Mailing Lists Wiki Miscellaneous Contact Legal Sponsorship Thanks Apache Software Foundation Who We Are Heritage Apache Home Resources Copyright &copy;1999-2026 Apache Software Foundation. All Rights Reserved"
static.44.216.47.78.clients.your-server.de,78.47.216.44,YES,,200,https://clemensschule-wesuwe.schulserver.de/iserv/auth/login?_target_path=/iserv/auth/auth?_iserv_app_url%3D%2Fiserv%2F%26client_id%3Dd67ca4b4-dcf2-49bd-a898-907164b23890%26nonce%3D373929c3-d0d0-4669-a6a5-9a56040d2a9b%26redirect_uri%3Dhttps%253A%2F%2Fclemensschule-wesuwe.schulserver.de%2Fiserv%2Fapp%2Fauthentication%2Fredirect%26response_type%3Dcode%26scope%3Dopenid%2520uuid%2520iserv%253Asession-id%2520iserv%253Aweb-ui%2520iserv%253A2fa%253Aconfiguration%2520iserv%253Aaccess-groups%26state%3DeyJ0eXAiOiJKV1QiLCJhbGciOiJFUzI1NiIsImtpZCI6IjEifQ.eyJyZWRpcmVjdF91cmkiOiJodHRwczovL2NsZW1lbnNzY2h1bGUtd2VzdXdlLnNjaHVsc2VydmVyLmRlL2lzZXJ2LyIsIm5vbmNlIjoiMzczOTI5YzMtZDBkMC00NjY5LWE2YTUtOWE1NjA0MGQyYTliIiwiYWRtaW4iOmZhbHNlLCJpc3MiOiJodHRwczovL2NsZW1lbnNzY2h1bGUtd2VzdXdlLnNjaHVsc2VydmVyLmRlL2lzZXJ2LyIsImV4cCI6MTc5NTI0NDUxOCwibmJmIjoxNzg3NDY4NDU4LCJpYXQiOjE3ODc0Njg1MTgsInNpZCI6IiJ9.jC2RalFXIJBYkHIeJF7Ap__i9_FiuupZxG1LbDV4h9btkf3jGNG8HamimzwodQZxEnsgbrPuCn8Ec-GhqOtLRQ,IServ - clemensschule-wesuwe.schulserver.de,NORMAL,text/html; charset=UTF-8,IServ,,"IServ - clemensschule-wesuwe.schulserver.de Anmeldung Hilfe Sie haben keine Cookies aktiviert. Cookies sind notwendig um IServ zu benutzen. Bitte warten Sie 00 Sekunden, bevor Sie sich erneut anmelden. Passwort ausblenden Passwort anzeigen Warnung: Die Feststelltaste ist aktiviert! Angemeldet bleiben Passwort vergessen? Anmelden Impressum IServ Schulplattform",,2026-08-23 07:02:00,"IServ - clemensschule-wesuwe.schulserver.de Anmeldung Hilfe Sie haben keine Cookies aktiviert. Cookies sind notwendig um IServ zu benutzen. Sie verwenden eine nicht unterstützte Version eines Chromium-basierten Browsers. Bitte aktualisieren Sie Ihren Webbrowser auf eine Chromium-Version 138 oder neuer oder verwenden Sie einen anderen Browser. Bestimmte Funktionen oder die gesamte Funktionalität der Website stehen möglicherweise nicht zur Verfügung. Warum wird mir das angezeigt? Bitte warten Sie 00 Sekunden, bevor Sie sich erneut anmelden. Passwort ausblenden Passwort anzeigen Warnung: Die Feststelltaste ist aktiviert! Angemeldet bleiben Passwort vergessen? Anmelden Impressum IServ Schulplattform"
static.47.241.47.78.clients.your-server.de,78.47.241.47,YES,,200,https://static.47.241.47.78.clients.your-server.de/,"Plausible · Simple, privacy-friendly alternative to Google Analytics",NORMAL,text/html; charset=utf-8,nginx/1.18.0 (Ubuntu),,"Plausible · Simple, privacy-friendly alternative to Google Analytics Login Welcome to Plausible! Plausible Analytics is a simple, open source, lightweight (&lt; 1 KB) and privacy-friendly alternative to Google Analytics. We're completely independent and solely funded by our 10,000+ paying subscribers. Read more about us. Login Register Guides & Docs Follow on Twitter This dashboard is running on self-managed infrastructure, not tested by Plausible Analytics. We cannot vouch for its performance o",,2026-08-23 07:01:57,"Plausible · Simple, privacy-friendly alternative to Google Analytics Login Welcome to Plausible! Plausible Analytics is a simple, open source, lightweight (&lt;&nbsp;1&nbsp;KB) and privacy-friendly alternative to Google Analytics. We're completely independent and solely funded by our 10,000+ paying subscribers. Read more about us. Login Register Guides & Docs Follow on Twitter This dashboard is running on self-managed infrastructure, not tested by Plausible Analytics. We cannot vouch for its performance or reliability. For official managed hosting, check out plausible.io Getting started Integration guides WordPress plugin Troubleshooting Script extensions Import stats Search Console Invite team members Exclude traffic Help guides Compare stats Segment audience Track campaigns Event conversions Funnel analysis Revenue attribution Custom properties Bypass adblockers Community What's new Status Blog Documentation GitHub Twitter Mastodon LinkedIn Company About Contact Privacy Data policy Terms DPA Security Imprint"
static.48.21.47.78.clients.your-server.de,78.47.21.48,YES,,200,https://static.48.21.47.78.clients.your-server.de/,Web Server's Default Page,NORMAL,text/html,nginx,1276,"Web Server's Default Page Web Server's Default Page This page is generated by Plesk , the leading hosting automation software. You see this page because there is no Web site at this address. You can do the following: Create domains and set up Web hosting using Plesk. What is Plesk Plesk is a hosting control panel with simple and secure web server and website management tools. It was specially designed to help IT specialists manage web, DNS, mail and other services through a comprehensive and use",,2026-08-23 07:01:58,"Web Server's Default Page Web Server's Default Page This page is generated by Plesk , the leading hosting automation software. You see this page because there is no Web site at this address. You can do the following: Create domains and set up Web hosting using Plesk. What is Plesk Plesk is a hosting control panel with simple and secure web server and website management tools. It was specially designed to help IT specialists manage web, DNS, mail and other services through a comprehensive and user-friendly GUI. Learn more about Plesk . Developer Blog Forum Knowledge Base Facebook Twitter Google+ This page was generated by Plesk. Plesk is the leading WebOps platform to run, automate and grow applications, websites and hosting businesses. Learn more at plesk.com ."
static.46.71.47.78.clients.your-server.de,78.47.71.46,YES,,400,https://static.46.71.47.78.clients.your-server.de/,Nextcloud,NORMAL,text/html; charset=UTF-8,,,"Nextcloud This application requires JavaScript for correct operation. Please enable JavaScript and reload the page. Nextcloud Access through untrusted domain Please contact your administrator. If you are an administrator, edit the &quot;trusted_domains&quot; setting in config/config.php like the example in config.sample.php. Further information how to configure this can be found in the documentation . Nextcloud – a safe home for all your data",,2026-08-23 07:01:58,"Nextcloud This application requires JavaScript for correct operation. Please enable JavaScript and reload the page. Nextcloud Access through untrusted domain Please contact your administrator. If you are an administrator, edit the &quot;trusted_domains&quot; setting in config/config.php like the example in config.sample.php. Further information how to configure this can be found in the documentation . Nextcloud – a safe home for all your data"
static.41.225.47.78.clients.your-server.de,78.47.225.41,YES,,403,https://static.41.225.47.78.clients.your-server.de/,FEHLER 403 - UnzulÃ¤ssig!,NORMAL,text/html,nginx/1.14.2,,"FEHLER 403 - UnzulÃ¤ssig! FEHLER 403 - UnzulÃ¤ssig! Folgender Fehler ist aufgetreten: Sie besitzen nicht die erforderlichen Rechte, die angegebene URL zu Ã¶ffnen. Bei weiteren Problemen wenden Sie sich bitte an den Webmaster . Powered by ISPConfig",,2026-08-23 07:01:56,"FEHLER 403 - UnzulÃ¤ssig! FEHLER 403 - UnzulÃ¤ssig! Folgender Fehler ist aufgetreten: Sie besitzen nicht die erforderlichen Rechte, die angegebene URL zu Ã¶ffnen. Bei weiteren Problemen wenden Sie sich bitte an den Webmaster . Powered by ISPConfig"
static.52.44.47.78.clients.your-server.de,78.47.44.52,YES,200,,http://static.52.44.47.78.clients.your-server.de/,Default Site,NORMAL,text/html,openresty,,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager,https:SSLError,2026-08-23 07:01:59,Default Site Congratulations! You've successfully started the Nginx Proxy Manager. If you're seeing this site then you're trying to access a host that isn't set up yet. Log in to the Admin panel to get started. Powered by Nginx Proxy Manager
static.50.65.47.78.clients.your-server.de,78.47.65.50,YES,,200,https://meckinghover-schule-datteln.de/iserv/auth/login?_target_path=/iserv/auth/auth?_iserv_app_url%3D%2Fiserv%2F%26client_id%3D1ec42a7e-4be5-4c0a-887f-d778248bb7a9%26nonce%3Dd46c52e2-1ac0-4693-9e23-28505dd87ccf%26redirect_uri%3Dhttps%253A%2F%2Fmeckinghover-schule-datteln.de%2Fiserv%2Fapp%2Fauthentication%2Fredirect%26response_type%3Dcode%26scope%3Dopenid%2520uuid%2520iserv%253Asession-id%2520iserv%253Aweb-ui%2520iserv%253A2fa%253Aconfiguration%2520iserv%253Aaccess-groups%26state%3DeyJ0eXAiOiJKV1QiLCJhbGciOiJFUzI1NiIsImtpZCI6IjEifQ.eyJyZWRpcmVjdF91cmkiOiJodHRwczovL21lY2tpbmdob3Zlci1zY2h1bGUtZGF0dGVsbi5kZS9pc2Vydi8iLCJub25jZSI6ImQ0NmM1MmUyLTFhYzAtNDY5My05ZTIzLTI4NTA1ZGQ4N2NjZiIsImFkbWluIjpmYWxzZSwiaXNzIjoiaHR0cHM6Ly9tZWNraW5naG92ZXItc2NodWxlLWRhdHRlbG4uZGUvaXNlcnYvIiwiZXhwIjoxNzk1MjQ0NTIwLCJuYmYiOjE3ODc0Njg0NjAsImlhdCI6MTc4NzQ2ODUyMCwic2lkIjoiIn0.MScKABCHWXV_QHLCkmp5mfcMOmOKHdWN1Xu7k-JMoXNI8NufI3Nhi-qU3Rcf1yZ73I_nixoUkAppJ9gwBqX25Q,IServ - meckinghover-schule-datteln.de,NORMAL,text/html; charset=UTF-8,IServ,,"IServ - meckinghover-schule-datteln.de Anmeldung Hilfe Sie haben keine Cookies aktiviert. Cookies sind notwendig um IServ zu benutzen. Bitte warten Sie 00 Sekunden, bevor Sie sich erneut anmelden. Passwort ausblenden Passwort anzeigen Warnung: Die Feststelltaste ist aktiviert! Angemeldet bleiben Passwort vergessen? Anmelden meckinghover-schule-datteln.de Impressum IServ Schulplattform",,2026-08-23 07:02:02,"IServ - meckinghover-schule-datteln.de Anmeldung Hilfe Sie haben keine Cookies aktiviert. Cookies sind notwendig um IServ zu benutzen. Sie verwenden eine nicht unterstützte Version eines Chromium-basierten Browsers. Bitte aktualisieren Sie Ihren Webbrowser auf eine Chromium-Version 138 oder neuer oder verwenden Sie einen anderen Browser. Bestimmte Funktionen oder die gesamte Funktionalität der Website stehen möglicherweise nicht zur Verfügung. Warum wird mir das angezeigt? Bitte warten Sie 00 Sekunden, bevor Sie sich erneut anmelden. Passwort ausblenden Passwort anzeigen Warnung: Die Feststelltaste ist aktiviert! Angemeldet bleiben Passwort vergessen? Anmelden meckinghover-schule-datteln.de Impressum IServ Schulplattform"
static.5.37.47.78.clients.your-server.de,78.47.37.5,YES,,400,https://static.5.37.47.78.clients.your-server.de/,Nextcloud,NORMAL,text/html; charset=UTF-8,Apache/2.4.52 (Ubuntu),,"Nextcloud This application requires JavaScript for correct operation. Please enable JavaScript and reload the page. Nextcloud Access through untrusted domain Please contact your administrator. If you are an administrator, edit the &quot;trusted_domains&quot; setting in config/config.php like the example in config.sample.php. Further information how to configure this can be found in the documentation . Nextcloud – a safe home for all your data",,2026-08-23 07:01:59,"Nextcloud This application requires JavaScript for correct operation. Please enable JavaScript and reload the page. Nextcloud Access through untrusted domain Please contact your administrator. If you are an administrator, edit the &quot;trusted_domains&quot; setting in config/config.php like the example in config.sample.php. Further information how to configure this can be found in the documentation . Nextcloud – a safe home for all your data"
static.55.24.47.78.clients.your-server.de,78.47.24.55,YES,,404,https://static.55.24.47.78.clients.your-server.de/,Not Found,NORMAL,text/html,,2901,Not Found 404 Not Found Make sure you have the correct URL and that you have configured your domain correctly. Website Documentation Twitter Discord,,2026-08-23 07:02:00,Not Found 404 Not Found Make sure you have the correct URL and that you have configured your domain correctly. Website Documentation Twitter Discord
